case:concept:name,concept:name,Resource,Complete Timestamp,Variant,Variant index,Part_Desc_,Rework,Work_Order_Qty,label,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Case267,Turning & Milling - Machine 4,ID4794,1/8/12 17:50,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,5,0,110,1070,1,6,17,105,4312,11,25
Case267,Turning & Milling - Machine 4,ID4529,1/9/12 7:00,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,36,0,660,420,1,0,7,790,5102,12,30
Case267,Turning & Milling Q.C.,ID4618,1/9/12 8:30,Variant 39,39,Punch Holder,missing,350,deviant,D,Quality Check 1,0,0,26,510,1,0,8,90,5192,13,30
Case267,Turning & Milling - Machine 4,ID4932,1/9/12 17:52,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,38,0,663,1072,1,0,17,562,5754,14,31
Case267,Turning & Milling - Machine 4,ID4529,1/10/12 6:30,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,21,0,600,390,1,1,6,758,6512,15,30
Case267,Turning & Milling - Machine 4,ID4718,1/10/12 6:55,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,44,0,355,415,1,1,6,25,6537,16,30
Case267,Turning & Milling Q.C.,ID4618,1/10/12 8:24,Variant 39,39,Punch Holder,missing,350,deviant,D,Quality Check 1,200,0,75,504,1,1,8,89,6626,17,29
Case267,Turning & Milling - Machine 4,ID4932,1/10/12 12:07,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,13,0,305,727,1,1,12,223,6849,18,29
Case267,Turning & Milling - Machine 4,ID4932,1/10/12 13:23,Variant 39,39,Punch Holder,missing,350,deviant,B,Machine 4 - Turning & Milling,0,0,75,803,1,1,13,76,6925,19,29
Case267,Turning & Milling - Machine 4,ID4932,1/10/12 15:58,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,9,0,193,958,1,1,15,155,7080,20,29
Case267,Turning & Milling - Machine 4,ID4718,1/10/12 23:38,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,14,0,343,1418,1,1,23,460,7540,21,29
Case267,Turning & Milling Q.C.,ID4618,1/11/12 8:09,Variant 39,39,Punch Holder,missing,350,deviant,D,Quality Check 1,0,0,79,489,1,2,8,511,8051,22,29
Case267,Turning & Milling - Machine 4,ID4167,1/11/12 16:07,Variant 39,39,Punch Holder,missing,350,deviant,D,Machine 4 - Turning & Milling,12,0,505,967,1,2,16,478,8529,23,30
Case230,Turning & Milling - Machine 6,ID4794,1/6/12 1:14,Variant 40,40,Spur Gear,missing,105,deviant,B,Machine 6 - Turning & Milling,0,0,71,74,1,4,1,0,0,1,21
Case230,Turning & Milling - Machine 6,ID4794,1/6/12 6:39,Variant 40,40,Spur Gear,missing,105,deviant,S,Machine 6 - Turning & Milling,0,0,326,399,1,4,6,325,325,2,21
Case230,Turning & Milling - Machine 6,ID4794,1/8/12 12:09,Variant 40,40,Spur Gear,missing,105,deviant,S,Machine 6 - Turning & Milling,1,0,176,729,1,6,12,3210,3535,3,22
Case230,Turning & Milling Q.C.,ID4618,1/8/12 12:28,Variant 40,40,Spur Gear,missing,105,deviant,D,Quality Check 1,5,0,11,748,1,6,12,19,3554,4,22
Case230,Turning & Milling - Machine 6,ID4794,1/8/12 17:49,Variant 40,40,Spur Gear,missing,105,deviant,D,Machine 6 - Turning & Milling,14,0,339,1069,1,6,17,321,3875,5,25
Case230,Turning & Milling - Machine 6,ID4529,1/9/12 6:30,Variant 40,40,Spur Gear,missing,105,deviant,D,Machine 6 - Turning & Milling,35,0,630,390,1,0,6,761,4636,6,30
Case230,Turning & Milling Q.C.,ID4618,1/9/12 7:15,Variant 40,40,Spur Gear,missing,105,deviant,D,Quality Check 1,0,0,15,435,1,0,7,45,4681,7,30
Case230,Turning & Milling - Machine 6,ID4794,1/9/12 15:56,Variant 40,40,Spur Gear,missing,105,deviant,D,Machine 6 - Turning & Milling,35,0,537,956,1,0,15,521,5202,8,28
Case230,Turning & Milling - Machine 6,ID4932,1/9/12 17:36,Variant 40,40,Spur Gear,missing,105,deviant,D,Machine 6 - Turning & Milling,5,0,85,1056,1,0,17,100,5302,9,30
Case230,Turning & Milling - Machine 6,ID4718,1/9/12 23:51,Variant 40,40,Spur Gear,Y,105,deviant,D,Machine 6 - Turning & Milling,15,0,230,1431,1,0,23,375,5677,10,30
Case155,Turning - Machine 8,ID0997,1/6/12 11:56,Variant 41,41,Ballnut,missing,48,regular,S,Machine 15 - Turning,0,0,285,716,1,4,11,0,0,1,21
Case155,Turning & Milling - Machine 8,ID0997,1/6/12 12:38,Variant 41,41,Ballnut,missing,48,regular,D,Machine 8 - Turning & Milling,0,0,42,758,1,4,12,42,42,2,21
Case155,Turning & Milling - Machine 8,ID0997,1/6/12 13:53,Variant 41,41,Ballnut,missing,48,regular,D,Machine 8 - Turning & Milling,13,0,75,833,1,4,13,75,117,3,21
Case155,Turning & Milling Q.C.,ID4618,1/8/12 11:59,Variant 41,41,Ballnut,missing,48,regular,D,Quality Check 1,0,0,23,719,1,6,11,2766,2883,4,22
Case155,Turning & Milling - Machine 8,ID0997,1/8/12 15:39,Variant 41,41,Ballnut,missing,48,regular,D,Machine 8 - Turning & Milling,35,0,391,939,1,6,15,220,3103,5,23
Case155,Turning & Milling Q.C.,ID4618,1/8/12 17:00,Variant 41,41,Ballnut,missing,48,regular,D,Quality Check 1,48,0,75,1020,1,6,17,81,3184,6,25
Case155,Laser Marking - Machine 7,ID4882,1/10/12 8:12,Variant 41,41,Ballnut,missing,48,regular,D,Machine 7- Laser Marking,22,0,21,492,1,1,8,2352,5536,7,29
Case155,Laser Marking - Machine 7,ID0998,1/10/12 9:10,Variant 41,41,Ballnut,missing,48,regular,D,Machine 7- Laser Marking,26,0,45,550,1,1,9,58,5594,8,29
Case155,Lapping - Machine 1,ID4882,1/10/12 10:33,Variant 41,41,Ballnut,missing,48,regular,D,Machine 1 - Lapping,48,0,78,633,1,1,10,83,5677,9,28
Case155,Final Inspection Q.C.,ID4618,1/10/12 15:14,Variant 41,41,Ballnut,missing,48,regular,D,Quality Check 1,0,0,98,914,1,1,15,281,5958,10,29
Case155,Final Inspection Q.C.,ID4618,1/11/12 13:19,Variant 41,41,Ballnut,missing,48,regular,D,Quality Check 1,48,0,75,799,1,2,13,1325,7283,11,31
Case155,Packing,ID4820,1/13/12 1:00,Variant 41,41,Ballnut,missing,48,regular,D,Packing,48,0,60,60,1,4,1,2141,9424,12,30
Case203,Turning & Milling Q.C.,ID4618,1/8/12 10:43,Variant 42,42,Gauge,missing,5,regular,D,Quality Check 1,5,0,103,643,1,6,10,0,0,1,22
Case203,Laser Marking - Machine 7,ID0998,1/8/12 13:37,Variant 42,42,Gauge,missing,5,regular,D,Machine 7- Laser Marking,5,0,50,817,1,6,13,174,174,2,21
Case203,Lapping - Machine 1,ID4882,1/10/12 1:15,Variant 42,42,Gauge,missing,5,regular,D,Machine 1 - Lapping,0,0,75,75,1,1,1,2138,2312,3,31
Case203,Flat Grinding - Machine 11,ID0998,1/10/12 11:58,Variant 42,42,Gauge,missing,5,regular,D,Machine 11 - Grinding,5,0,26,718,1,1,11,643,2955,4,29
Case203,Lapping - Machine 1,ID4882,1/11/12 8:38,Variant 42,42,Gauge,missing,5,regular,D,Machine 1 - Lapping,5,0,29,518,1,2,8,1240,4195,5,29
Case203,Packing,ID4820,1/12/12 1:00,Variant 42,42,Gauge,missing,5,regular,D,Packing,5,0,60,60,1,3,1,982,5177,6,30
Case203,Final Inspection Q.C.,ID4618,1/12/12 7:03,Variant 42,42,Gauge,missing,5,regular,D,Quality Check 1,5,0,13,423,1,3,7,363,5540,7,29
Case211,Turning & Milling Q.C.,ID4618,1/8/12 15:02,Variant 43,43,Spur Gear,missing,84,regular,D,Quality Check 1,0,0,18,902,1,6,15,0,0,1,22
Case211,Laser Marking - Machine 7,ID4355,1/8/12 20:05,Variant 43,43,Spur Gear,missing,84,regular,D,Machine 7- Laser Marking,25,0,51,1205,1,6,20,303,303,2,25
Case211,Laser Marking - Machine 7,ID4445,1/8/12 20:50,Variant 43,43,Spur Gear,missing,84,regular,D,Machine 7- Laser Marking,56,0,44,1250,1,6,20,45,348,3,25
Case211,Lapping - Machine 1,ID4882,1/9/12 1:15,Variant 43,43,Spur Gear,Y,84,regular,D,Machine 1 - Lapping,0,0,75,75,1,0,1,265,613,4,28
Case211,Lapping - Machine 1,ID0998,1/9/12 17:31,Variant 43,43,Spur Gear,Y,84,regular,D,Machine 1 - Lapping,81,0,377,1051,1,0,17,976,1589,5,30
Case211,Final Inspection Q.C.,ID4618,1/11/12 16:04,Variant 43,43,Spur Gear,Y,84,regular,D,Quality Check 1,0,0,457,964,1,2,16,2793,4382,6,30
Case211,Final Inspection Q.C.,ID4618,1/13/12 13:18,Variant 43,43,Spur Gear,Y,84,regular,D,Quality Check 1,79,0,75,798,1,4,13,2714,7096,7,29
Case211,Packing,ID4820,1/15/12 1:00,Variant 43,43,Spur Gear,Y,84,regular,D,Packing,12,0,60,60,1,6,1,0,9238,8,28
Case211,Packing,ID4820,1/15/12 1:00,Variant 43,43,Spur Gear,Y,84,regular,D,Packing,67,0,60,60,1,6,1,2142,9238,9,28
Case206,Turning & Milling Q.C.,ID4618,1/8/12 15:07,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Quality Check 1,0,0,5,907,1,6,15,0,0,1,23
Case206,Laser Marking - Machine 7,ID0998,1/9/12 9:55,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Machine 7- Laser Marking,21,0,11,595,1,0,9,1128,1128,2,29
Case206,Lapping - Machine 1,ID0998,1/9/12 10:45,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Machine 1 - Lapping,21,0,49,645,1,0,10,50,1178,3,29
Case206,Round Grinding - Manual,ID4872,1/19/12 8:32,Variant 44,44,Cutting Wheel,missing,21,deviant,S,Machine 27 - Grinding,0,0,94,512,1,3,8,14267,15445,4,36
Case206,Round Grinding - Manual,ID4872,1/19/12 15:48,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Machine 27 - Grinding,10,0,436,948,1,3,15,436,15881,5,35
Case206,Final Inspection Q.C.,ID4618,1/20/12 12:50,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Quality Check 1,0,0,296,770,1,4,12,1262,17143,6,35
Case206,Final Inspection Q.C.,ID4618,1/22/12 8:10,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Quality Check 1,10,0,75,490,1,6,8,2600,19743,7,33
Case206,Packing,other,1/23/12 1:00,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Packing,10,0,60,60,1,0,1,1010,20753,8,32
Case206,Round Grinding - Machine 12,ID4528,1/25/12 16:00,Variant 44,44,Cutting Wheel,missing,21,deviant,S,Machine 12 - Grinding,0,0,60,960,1,2,16,3780,24533,9,32
Case206,Round Grinding - Machine 12,ID4528,1/25/12 17:45,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Machine 12 - Grinding,5,0,105,1065,1,2,17,105,24638,10,33
Case206,Round Grinding - Machine 12,ID4528,1/26/12 8:30,Variant 44,44,Cutting Wheel,missing,21,deviant,D,Machine 12 - Grinding,6,0,100,510,1,3,8,885,25523,11,33
Case248,Turning & Milling - Machine 9,ID3846,1/8/12 15:53,Variant 45,45,Housing,missing,24,deviant,S,Machine 9 - Turning & Milling,1,0,318,953,1,6,15,0,0,1,24
Case248,Turning & Milling - Machine 9,ID3846,1/8/12 17:46,Variant 45,45,Housing,missing,24,deviant,D,Machine 9 - Turning & Milling,7,0,111,1066,1,6,17,113,113,2,25
Case248,Turning & Milling - Machine 9,ID4641,1/9/12 1:59,Variant 45,45,Housing,missing,24,deviant,D,Machine 9 - Turning & Milling,16,0,344,119,1,0,1,493,606,3,28
Case248,Lapping - Machine 1,ID4882,1/10/12 1:15,Variant 45,45,Housing,missing,24,deviant,D,Machine 1 - Lapping,0,0,75,75,1,1,1,1396,2002,4,31
Case248,Turning & Milling Q.C.,ID4493,1/10/12 8:10,Variant 45,45,Housing,missing,24,deviant,D,Quality Check 1,24,0,60,490,1,1,8,415,2417,5,29
Case248,Laser Marking - Machine 7,ID0998,1/10/12 14:33,Variant 45,45,Housing,missing,24,deviant,D,Machine 7- Laser Marking,24,0,69,873,1,1,14,383,2800,6,29
Case248,Flat Grinding - Machine 11,ID0998,1/10/12 15:48,Variant 45,45,Housing,missing,24,deviant,D,Machine 11 - Grinding,10,0,75,948,1,1,15,75,2875,7,29
Case248,Flat Grinding - Machine 11,ID0998,1/10/12 17:33,Variant 45,45,Housing,missing,24,deviant,D,Machine 11 - Grinding,14,0,179,1053,1,1,17,105,2980,8,29
Case248,Lapping - Machine 1,ID4882,1/10/12 17:34,Variant 45,45,Housing,missing,24,deviant,D,Machine 1 - Lapping,24,0,107,1054,1,1,17,1,2981,9,29
Case248,Round Grinding - Machine 2,ID4445,1/11/12 6:29,Variant 45,45,Housing,missing,24,deviant,S,Machine 2 - Round Grinding,0,0,144,389,1,2,6,775,3756,10,29
Case248,Round Grinding - Machine 2,ID4445,1/11/12 6:52,Variant 45,45,Housing,missing,24,deviant,D,Machine 2 - Round Grinding,2,0,23,412,1,2,6,23,3779,11,29
Case248,Round Grinding - Machine 2,ID4385,1/11/12 11:35,Variant 45,45,Housing,missing,24,deviant,D,Machine 2 - Round Grinding,22,0,279,695,1,2,11,283,4062,12,31
Case251,Turning & Milling - Machine 5,ID4429,1/8/12 16:15,Variant 46,46,Cable Head,missing,5,regular,S,Machine 5 - Turning & Milling,0,0,71,975,1,6,16,0,0,1,25
Case251,Turning & Milling - Machine 5,ID4932,1/9/12 11:28,Variant 46,46,Cable Head,missing,5,regular,S,Machine 5 - Turning & Milling,1,0,278,688,1,0,11,1153,1153,2,30
Case251,Turning & Milling - Machine 5,ID4932,1/9/12 12:56,Variant 46,46,Cable Head,missing,5,regular,D,Machine 5 - Turning & Milling,4,0,88,776,1,0,12,88,1241,3,28
Case251,Turning & Milling Q.C.,ID4163,1/10/12 8:21,Variant 46,46,Cable Head,missing,5,regular,D,Quality Check 1,5,0,81,501,1,1,8,1165,2406,4,29
Case251,Laser Marking - Machine 7,ID0998,1/10/12 9:22,Variant 46,46,Cable Head,missing,5,regular,D,Machine 7- Laser Marking,5,0,12,562,1,1,9,61,2467,5,29
Case251,Turning & Milling Q.C.,ID4163,1/10/12 16:10,Variant 46,46,Cable Head,missing,5,regular,D,Quality Check 1,0,0,80,970,1,1,16,408,2875,6,29
Case251,Lapping - Machine 1,ID4882,2/14/12 15:27,Variant 46,46,Cable Head,missing,5,regular,D,Machine 1 - Lapping,5,0,20,927,2,1,15,50357,53232,7,28
Case251,other,other,2/19/12 23:29,Variant 46,46,Cable Head,missing,5,regular,D,other,5,0,107,1409,2,6,23,7682,60914,8,29
Case251,Final Inspection Q.C.,ID4163,2/20/12 12:50,Variant 46,46,Cable Head,missing,5,regular,D,Quality Check 1,0,0,230,770,2,0,12,801,61715,9,28
Case251,Final Inspection Q.C.,ID4163,2/21/12 8:40,Variant 46,46,Cable Head,missing,5,regular,D,Quality Check 1,0,0,100,520,2,1,8,1190,62905,10,26
Case251,other,other,2/21/12 14:19,Variant 46,46,Cable Head,missing,5,regular,D,other,0,0,114,859,2,1,14,339,63244,11,25
Case251,Packing,ID4820,2/23/12 1:00,Variant 46,46,Cable Head,missing,5,regular,D,Packing,5,0,60,60,2,3,1,2081,65325,12,26
Case251,Final Inspection Q.C.,ID4163,2/23/12 10:30,Variant 46,46,Cable Head,missing,5,regular,D,Quality Check 1,0,0,90,630,2,3,10,570,65895,13,25
Case251,Final Inspection Q.C.,ID4163,2/23/12 13:35,Variant 46,46,Cable Head,missing,5,regular,D,Quality Check 1,5,0,15,815,2,3,13,185,66080,14,23
Case163,Packing,ID4491,1/9/12 1:00,Variant 47,47,Clamp,missing,150,deviant,D,Packing,60,0,60,60,1,0,1,0,0,1,26
Case163,Final Inspection Q.C.,ID4287,1/9/12 9:46,Variant 47,47,Clamp,missing,150,deviant,D,Quality Check 1,60,0,106,586,1,0,9,526,526,2,29
Case163,Turning Q.C.,ID4287,1/9/12 11:38,Variant 47,47,Clamp,missing,150,deviant,D,Quality Check 1,10,0,97,698,1,0,11,112,638,3,30
Case163,Turning Q.C.,ID4287,1/10/12 12:11,Variant 47,47,Clamp,missing,150,deviant,D,Quality Check 1,6,0,120,731,1,1,12,1473,2111,4,29
Case163,Turning - Machine 8,ID3846,1/22/12 7:15,Variant 47,47,Clamp,missing,150,deviant,B,Machine 15 - Turning,0,0,1,435,1,6,7,16984,19095,5,33
Case163,Packing,ID4491,1/24/12 1:00,Variant 47,47,Clamp,missing,150,deviant,D,Packing,8,0,60,60,1,1,1,2505,21600,6,34
Case200,other,ID0937,1/9/12 1:15,Variant 48,48,Cable Head,missing,50,deviant,D,Machine 10 - Grinding,1,0,75,75,1,0,1,0,0,1,28
Case200,Grinding Rework - Machine 27,ID4872,1/11/12 18:59,Variant 48,48,Cable Head,missing,50,deviant,D,Machine 27 - Grinding,0,0,74,1139,1,2,18,3944,3944,2,30
Case200,Final Inspection Q.C.,ID4493,1/12/12 8:13,Variant 48,48,Cable Head,missing,50,deviant,D,Quality Check 1,1,0,28,493,1,3,8,794,4738,3,28
Case207,Turning & Milling - Machine 6,ID4429,1/9/12 1:15,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,0,0,75,75,1,0,1,0,0,1,28
Case207,Turning & Milling - Machine 6,ID4529,1/9/12 7:00,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,1,0,390,420,1,0,7,345,345,2,30
Case207,Turning & Milling - Machine 6,ID4429,1/10/12 1:15,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,0,0,75,75,1,1,1,1095,1440,3,31
Case207,Turning & Milling - Machine 6,ID4529,1/10/12 3:00,Variant 49,49,Flange,missing,125,deviant,D,Machine 6 - Turning & Milling,4,0,120,180,1,1,3,105,1545,4,31
Case207,Turning & Milling - Machine 6,ID4529,1/10/12 6:30,Variant 49,49,Flange,missing,125,deviant,D,Machine 6 - Turning & Milling,11,0,210,390,1,1,6,210,1755,5,30
Case207,Turning & Milling - Machine 6,ID4794,1/10/12 15:59,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,1,0,539,959,1,1,15,569,2324,6,29
Case207,Turning & Milling - Machine 6,ID4529,1/11/12 1:00,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,0,0,300,60,1,2,1,541,2865,7,29
Case207,Turning & Milling - Machine 6,ID4429,1/11/12 1:15,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,0,0,75,75,1,2,1,0,2880,8,29
Case207,Turning & Milling - Machine 6,ID4429,1/11/12 1:15,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,0,0,75,75,1,2,1,15,2880,9,29
Case207,Turning & Milling - Machine 6,ID4429,1/11/12 9:06,Variant 49,49,Flange,missing,125,deviant,S,Machine 6 - Turning & Milling,0,0,113,546,1,2,9,471,3351,10,29
Case207,Turning & Milling - Machine 6,ID4794,1/11/12 15:52,Variant 49,49,Flange,missing,125,deviant,D,Machine 6 - Turning & Milling,12,0,369,952,1,2,15,406,3757,11,30
Case207,Turning & Milling - Machine 6,ID4718,1/11/12 23:42,Variant 49,49,Flange,missing,125,deviant,D,Machine 6 - Turning & Milling,17,0,458,1422,1,2,23,470,4227,12,31
Case207,Turning & Milling - Machine 6,ID4529,1/12/12 6:30,Variant 49,49,Flange,missing,125,deviant,D,Machine 6 - Turning & Milling,9,0,450,390,1,3,6,408,4635,13,30
Case207,Turning & Milling - Machine 6,ID4794,1/12/12 18:07,Variant 49,49,Flange,missing,125,deviant,D,Machine 6 - Turning & Milling,8,0,661,1087,1,3,18,697,5332,14,31
Case207,Turning & Milling - Machine 9,ID4529,1/13/12 0:56,Variant 49,49,Flange,missing,125,deviant,D,Machine 9 - Turning & Milling,0,0,75,56,1,4,0,409,5741,15,31
Case207,Turning & Milling - Machine 6,ID4529,1/13/12 6:17,Variant 49,49,Flange,missing,125,deviant,D,Machine 6 - Turning & Milling,0,0,395,377,1,4,6,321,6062,16,30
Case207,Turning & Milling Q.C.,ID4163,1/13/12 8:00,Variant 49,49,Flange,missing,125,deviant,D,Quality Check 1,56,0,60,480,1,4,8,103,6165,17,29
Case253,Turning & Milling - Machine 9,ID4641,1/9/12 5:49,Variant 50,50,other,missing,16,deviant,S,Machine 9 - Turning & Milling,1,0,208,349,1,0,5,0,0,1,29
Case253,Turning & Milling - Machine 9,ID4641,1/9/12 6:55,Variant 50,50,other,missing,16,deviant,D,Machine 9 - Turning & Milling,2,0,66,415,1,0,6,66,66,2,30
Case253,Turning & Milling Q.C.,ID4618,1/9/12 8:03,Variant 50,50,other,missing,16,deviant,D,Quality Check 1,0,0,59,483,1,0,8,68,134,3,30
Case253,Turning & Milling - Machine 9,ID3846,1/9/12 9:46,Variant 50,50,other,missing,16,deviant,D,Machine 9 - Turning & Milling,13,0,156,586,1,0,9,103,237,4,29
Case260,Turning & Milling - Machine 6,ID4529,1/9/12 6:30,Variant 51,51,Ballnut,missing,315,deviant,S,Machine 6 - Turning & Milling,0,0,150,390,1,0,6,0,0,1,30
Case260,Turning & Milling - Machine 6,ID4529,1/19/12 15:14,Variant 51,51,Ballnut,missing,315,deviant,S,Machine 6 - Turning & Milling,1,0,487,914,1,3,15,14924,14924,2,35
Case260,Turning & Milling - Machine 6,ID4529,1/19/12 15:56,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,3,0,41,956,1,3,15,42,14966,3,35
Case260,Turning & Milling - Machine 6,ID4794,1/19/12 21:15,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,6,0,65,1275,1,3,21,319,15285,4,35
Case260,Turning & Milling - Machine 6,ID4529,1/21/12 21:03,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,28,0,480,1263,1,5,21,2868,18153,5,35
Case260,Turning & Milling - Machine 6,ID4641,1/22/12 6:31,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,39,0,423,391,1,6,6,568,18721,6,33
Case260,Turning & Milling Q.C.,ID4618,1/22/12 12:13,Variant 51,51,Ballnut,Y,315,deviant,D,Quality Check 1,0,0,313,733,1,6,12,342,19063,7,33
Case260,Turning & Milling - Machine 6,ID4794,1/22/12 15:48,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,14,0,282,948,1,6,15,215,19278,8,34
Case260,Turning & Milling - Machine 6,ID4167,1/22/12 17:30,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,0,0,90,1050,1,6,17,102,19380,9,34
Case260,Turning & Milling Q.C.,ID4618,1/23/12 16:03,Variant 51,51,Ballnut,Y,315,deviant,D,Quality Check 1,0,0,57,963,1,0,16,1353,20733,10,35
Case260,Turning & Milling Q.C.,ID4618,1/24/12 7:20,Variant 51,51,Ballnut,Y,315,deviant,D,Quality Check 1,83,0,30,440,1,1,7,917,21650,11,33
Case260,Turning & Milling - Machine 6,ID4794,1/26/12 16:03,Variant 51,51,Ballnut,Y,315,deviant,S,Machine 6 - Turning & Milling,0,0,128,963,1,3,16,3403,25053,12,33
Case260,Turning & Milling - Machine 6,ID4529,1/27/12 1:44,Variant 51,51,Ballnut,Y,315,deviant,S,Machine 6 - Turning & Milling,1,0,324,104,1,4,1,581,25634,13,33
Case260,Turning & Milling - Machine 6,ID4529,1/27/12 6:21,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,13,0,278,381,1,4,6,277,25911,14,33
Case260,Turning & Milling Q.C.,ID4618,1/27/12 7:21,Variant 51,51,Ballnut,Y,315,deviant,D,Quality Check 1,0,0,31,441,1,4,7,60,25971,15,33
Case260,Turning & Milling Q.C.,ID4618,1/27/12 7:37,Variant 51,51,Ballnut,Y,315,deviant,D,Quality Check 1,0,0,15,457,1,4,7,16,25987,16,33
Case260,Turning & Milling - Machine 6,ID4794,1/28/12 18:00,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,20,0,360,1080,1,5,18,2063,28050,17,32
Case260,Turning & Milling - Machine 6,ID4794,1/29/12 6:52,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,14,0,1072,412,1,6,6,772,28822,18,32
Case260,Turning & Milling - Machine 6,ID4932,1/29/12 11:22,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,26,0,785,682,1,6,11,270,29092,19,32
Case260,Turning & Milling - Machine 6,ID4529,1/29/12 15:45,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,18,0,241,945,1,6,15,263,29355,20,30
Case260,Turning & Milling - Machine 6,ID4429,1/29/12 19:57,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,8,0,218,1197,1,6,19,252,29607,21,32
Case260,Turning & Milling - Machine 6,ID4794,1/30/12 6:39,Variant 51,51,Ballnut,Y,315,deviant,D,Machine 6 - Turning & Milling,30,0,640,399,1,0,6,642,30249,22,30
Case260,Turning & Milling Q.C.,ID4618,1/30/12 10:29,Variant 51,51,Ballnut,Y,315,deviant,D,Quality Check 1,0,0,211,629,1,0,10,230,30479,23,30
Case182,Turning & Milling Q.C.,ID4618,1/9/12 11:11,Variant 52,52,Ballnut,missing,400,deviant,D,Quality Check 1,0,0,3,671,1,0,11,0,0,1,30
Case182,other,ID4528,3/6/12 17:45,Variant 52,52,Ballnut,missing,400,deviant,D,Machine 12 - Grinding,0,0,100,1065,3,1,17,82474,82474,2,19
Case198,Turning & Milling - Machine 5,ID4429,1/9/12 17:24,Variant 4,4,Cable Head,missing,100,deviant,S,Machine 5 - Turning & Milling,0,0,235,1044,1,0,17,0,0,1,29
Case198,Turning & Milling - Machine 5,ID4529,1/9/12 23:00,Variant 4,4,Cable Head,missing,100,deviant,S,Machine 5 - Turning & Milling,1,0,180,1380,1,0,23,336,336,2,31
Case198,Turning & Milling - Machine 5,ID4529,1/10/12 6:30,Variant 4,4,Cable Head,missing,100,deviant,D,Machine 5 - Turning & Milling,26,0,330,390,1,1,6,450,786,3,30
Case198,Turning & Milling - Machine 5,ID4429,1/10/12 7:09,Variant 4,4,Cable Head,missing,100,deviant,S,Machine 5 - Turning & Milling,1,0,1,429,1,1,7,39,825,4,29
Case269,Turning & Milling - Machine 8,ID0997,1/9/12 17:30,Variant 53,53,Ballnut,missing,12,regular,S,Machine 8 - Turning & Milling,0,0,300,1050,1,0,17,0,0,1,30
Case269,Turning & Milling - Machine 8,ID0997,1/10/12 14:47,Variant 53,53,Ballnut,missing,12,regular,S,Machine 8 - Turning & Milling,1,0,388,887,1,1,14,1277,1277,2,29
Case269,Turning & Milling Q.C.,ID4287,1/10/12 15:56,Variant 53,53,Ballnut,missing,12,regular,D,Quality Check 1,0,0,156,956,1,1,15,69,1346,3,29
Case269,Turning & Milling - Machine 8,ID0997,1/10/12 16:04,Variant 53,53,Ballnut,missing,12,regular,S,Machine 8 - Turning & Milling,6,0,152,964,1,1,16,8,1354,4,29
Case269,Turning & Milling - Machine 8,ID0997,1/11/12 11:43,Variant 53,53,Ballnut,missing,12,regular,D,Machine 8 - Turning & Milling,5,0,235,703,1,2,11,1179,2533,5,31
